	entities.hashtags.0.text	entities.hashtags.1.text	retweet_count	text
1183	truth		1.0	Me sister completely two people We never see eye eye truth
1184			0.0	young
1185			1.0	watch grinch elf
1186			0.0	What D
1189			0.0	en
1197			0.0	I photo pass I great I one
1201			0.0	RED
1203			0.0	Lo lo termine de
1204	follow	followme	0.0	follow
1206			0.0	Mi
1208			0.0	aula
1209			0.0	Oh con
1210			0.0	love tonight
1211			0.0	dick
1213			0.0	If like lead
1214	Cordoba		0.0	en Cordoba Capital con dos en primer piso con en Cordoba
1215			0.0	n ai j ai classes J ai pu j ai
1216			0.0	class school city
1217	kent	weather	0.0	Wind N Gust Barometer Rising slowly Temperature C Rain today Humidity kent weather
1218			0.0	Get yo lying ass twitter learn sum
1219			0.0	un D
1220			0.0	Do think Would tragic
1221			0.0	A Happy House That right
1222	PartizanInter	ForzaInter	0.0	Tonight Good luck X
1223			0.0	I wish I flexible
1224			0.0	um dos da
1225			0.0	late night phone
1227			0.0	Si soy lo sabe
1228			0.0	En el de de un se se la en con un
1229			0.0	se
1232			0.0	die
1233			0.0	se con simple gusto soy simple se barrer
1234			0.0	made laugh
1235			0.0	en van
1236			0.0	Federal e de de
1238			0.0	Defense
1239			0.0	z
1240			0.0	I already text I say coming
1242			0.0	We Are The Radio By Future Get It LIVE
1244	BazenZooi		43.0	angst om te
1246			3.0	de con de anorexia Es para un chico Si un e
1247			2.0	ulcer giving birth
1250			1.0	el ya el de la Me tope para
1252	btopco	btopco	0.0	spied entry InterLibrary Loan program Cool
1255			0.0	First important highest quality make best
1259			0.0	en es plural la de
1260			0.0	La es Loca Reina
1261			0.0	I feel like pretty good test
1262			0.0	de en lo te da el
1263	dablife		0.0	I think I smoked weed since I back I life
1264			0.0	n mas agora serio
1267			0.0	I Was
1270			0.0	de mas
1273			0.0	D
1274			0.0	UGH better
1275			0.0	nu
1276			0.0	Ich Video
1277			0.0	Exactly
1278			0.0	jag ger
1280			0.0	No look stop I understand attitude angry Hell angry
1281			0.0	spell yo
1283	smallbusinessowner		0.0	I opinion matter You people want sure I work camp
1284			0.0	bile bu
1285			0.0	may
1286			0.0	sera en pendant
1287	ThrMammothWantsYou		0.0	What good girl
1288			0.0	He play much
1290	takipcidenizi	KarşılıklıTakipEdenlerBuraya	0.0	site
1292			0.0	te
1293			0.0	Do want Follow everyone gain
1294			0.0	um
1296			12.0	Old turn sometimes
1297			0.0	industry Your welcome learn
1300	NICE		0.0	head back Final Four multiple possible POY candidate NICE
1302			126.0	Happy Thick Girl
1303			273.0	miss
1304	EsDeAmigas		5.0	la tu es
1305			0.0	smelly
1306	Jewelry		0.0	make Dance beautiful Jewelry
1308			0.0	This much fun
1310	ASOT586		0.0	time trance
1311			0.0	GLAD YOU
1312			0.0	mano
1313			0.0	wat met dit
1315	HIPERINFLACION		0.0	de
1319			0.0	Whatever
1320			0.0	thing
1321			0.0	I went la gay ass
1323	Bolt	100m	0.0	Bolt court en
1326			0.0	came n told dude vol th empty petrol
1327			0.0	visto
1330			0.0	follow back
1331			0.0	u u
1332			0.0	Is true voice
1333			0.0	th The Band I got The Prophet Bar little later I
1335			0.0	We On A Advisement Schedule Today So You Know I Mad I Got A Early Out Trying To Stay NO LONGER Than When I Pose To
1336			0.0	help people hard times spread word
1337			284.0	A To happier also best friend
1338			1480.0	It No Shave Halo Black coming like teenage pregnancy issue month
1339			0.0	hi daily bum
1340	Seen2NITE		1.0	Ave S FREE PARKING
1341			1144.0	U aint nothing yet Way awesomeness come Just warmed
1343			20.0	Ce
1344	YNWA		2.0	Good luck getting speak Hope good
1345			38.0	Twitter hack enthusiastically
1346			503.0	tu de mana la Pro
1347			3610.0	Hay Hoy No No ya
1348			60.0	las la es vale en
1349			1.0	different unique story It different
1350			6.0	Fox News projecting tomorrow Rove believe
1353			1.0	Nobody ever hand hard times I
1356	TeamFollowBack	InstantFollowBack	0.0	GET MORE MY BEST
1361			0.0	I WONDER WHY PEOPLE STILL SUPPORT
1362			0.0	Do smoke
1363			0.0	Y la
1364			0.0	Photo
1365			0.0	Drive car sky big never let go
1367	BuenJueves		0.0	Tu define tu tu
1368			0.0	Sup
1369			0.0	De en te besan solo para la
1370			0.0	I get
1371			0.0	We tot en
1373	We		0.0	Vote We Y
1374			0.0	I class late It
1376			0.0	u take pic time
1377			0.0	I spoken employee recently I industry secret P excited
1378			0.0	hopeless
1379			0.0	de si lees la
1381			0.0	Galaxy La mas de el
1383			0.0	es
1384			42.0	ponto nome e um lindo
1386	RichHomiez	Famous	2.0	got many Famous
1387			0.0	de las el dolor se tangible
1389			124.0	I totally relate
1390			1.0	still saying da da da miss yuh yuh need cum see ha
1391	lovethem		1.0	I think Blue bad song
1395	vetaDilma	royalties	56.0	na sao
1396			0.0	sa mir
1398			34.0	A
1402			0.0	No en la Chile se
1403			0.0	En ni de la te
1404			0.0	A con mi tal de un
1405			0.0	YA
1406			0.0	Just take quick sec say quick thanks show year It huge success thus next year
1407	botiFIVErunner		0.0	Per Ben
1409			0.0	tend praise need winnings
1410	thecountdownbegins		0.0	days till break
1411			0.0	He dead Naw
1412			0.0	want quit Bond Bad times Though imagine could replace GOSLING
1413			0.0	Sleeping like baby
1414	epic		0.0	It No Shave Celebrate epic music
1415			0.0	El q se tu se
1416			0.0	bot
1419			0.0	New post We making significant progress security President New Foreign
1420			0.0	blonde I blonde let make tee
1421			0.0	Pinche No carga
1422			0.0	My show yo The office funny
1423			0.0	Stoker
1425	estrategias	ventas	0.0	cuesta help
1426	1DNews		0.0	na de Teen Vogue
1427			0.0	Legacy Program made list today thankful What
1429			0.0	Should good weekend hopefully
1430	prochoice	progressive	0.0	Celebrate progressive w Wine
1431			0.0	Tune radio station planet Hip Hop Rap R B
1432			0.0	q lo D
1433			0.0	Y yo TE MAS TE
1434			812.0	Notebook Honey It want deserve
1436			216.0	tweet much Bitch breathe much
1439			134.0	time Fulham career th official v game
1441			1.0	la han
1442			6.0	hasta hasta
1443			0.0	Ar Can complain watching football would believe Tell going thrash lot
1446			0.0	warm
1447	120followers		0.0	GET MORE MY BEST
1449			0.0	If I ever meet member tell Suck black Dick swallow black Bitch
1452			0.0	DYING
1453			0.0	G series G
1454	ZAYNISPERFECT		0.0	per
1457	ProjectLookup		0.0	A perspective user
1458			0.0	L
1460			0.0	No You ever got donkey
1461			0.0	dessa dessa
1462			0.0	perfect
1464	XmasGiveaway		0.0	I love even I son share I wait see little
1465			0.0	Click kiss It something bet want join b ATTENTION
1466			0.0	Photo My rainbow Love A super hubby hot hell
1467			0.0	aye
1468	WhyRelationshipsEnd		0.0	bus
1470			0.0	HELL YEAH line yet
1471			0.0	un vote
1472			0.0	I great meet one via pin F
1474	titikduabintang		0.0	Good
1475			0.0	j ai de
1477	FrontStage		0.0	e da
1479			0.0	true
1483			0.0	la aku aku tu la
1484			0.0	Photo
1485	justdamir	respect	0.0	respect
1486			0.0	Department Energy Climate Change
1487	Câncer		528.0	vire
1488			0.0	Hope Brave girly
1489			791705.0	Four
1490			3.0	many
1491			0.0	crime um e
1492	Zacatecas		0.0	penal de de
1493			3.0	want skinny
1494	lepongountweet		0.0	si la de mala
1495			1.0	If u hug block quite time I know u feel
1499			0.0	She jealous cause replace
1501			0.0	unfollowed today checked via
1503			0.0	What Speak
1504			0.0	getting pretty excited
1508			0.0	O EU
1509			0.0	de el
1510	annoying	immature	0.0	Some people need grow annoying immature
1512	QuisieraSerTuistarPero	Alucinadaza	0.0	mi humor de
1513			0.0	na lan house e mim um bom e eu Pedro via
1514	Hedef4Maçta4Değil10PuanSaldırFENERİMherAn		0.0	D ya la
1516			0.0	Photo
1518			0.0	mas eu n te tu da ME NO CHAT
1520			0.0	I hate teacher teacher hate I give
1521			0.0	wan
1522			0.0	I feel like I look desperate really I care
1524			0.0	unfollowed today checked via
1525			0.0	thats people saying going happen tonight
1526			0.0	Don scrub well Best luck
1527			0.0	Me ha un de DEATH FIGHT FINAL MEET
1528	handmade	gifts	0.0	Visit Make ME handmade
1529			0.0	tu dit Tu Hook
1530			0.0	matins
1531			0.0	ya
1534			0.0	red blue I see
1535			0.0	speed
1537			0.0	c te
1538			0.0	unfollowed today checked via
1539	ATENCION	YaUted	12.0	es
1541	TeamFollowBack	TeamFollowWack	78.0	ONLY IF YOU WANT NEW aDay aDay
1543			4.0	COME ON
1545	GuaJiwang	JiwangKejap	1.0	yang yang lain
1547			488.0	People say Bless sneeze sneeze heart second
1548			0.0	How cool sound Free Healthy Cooking
1549			0.0	lady ah head bout story ah different
1550			0.0	I took snapshot Brett COME SEE IT LIVE
1556	bfc	monster	0.0	Photo Forever love monster
1557			0.0	One hour
1559			0.0	Bitch damn today
1561			0.0	Hasta el de No
1562			0.0	Never please thank roc real quick
1563			0.0	Yo sin ti ya en la
1566			0.0	en
1567			0.0	el mal l
1568			0.0	You college Pell Grant TAKER You get refund TAKER You get back TAKER
1569			0.0	Love
1570			0.0	think quality
1571			0.0	Almost finished mixed media portrait anyone
1572			0.0	Bistro Hi thank invitation I redeem free meal
1573	jobs		0.0	We growing looking talented passion restorative healing Sound like
1574			0.0	In dis movie hungry
1576			0.0	la es fiesta
1580			0.0	hay
1581			0.0	deben ser
1582			0.0	basketball game school It live need ticket get
1584			0.0	sorry man set way I missing opportunity
1585			178.0	I never going forgive getting pregnant
1586			0.0	get low I
1587			724.0	Si lees
1588			2.0	wish money see stuff inconvenience
1589	proud		0.0	I come far year
1590	WhyRelationshipsEnd		11.0	theres enough weed involved
1591			1.0	People
1593	OnMyMaMa		1.0	I going global deal
1594	feelsgood		0.0	grill I reunite today
1595			1.0	I smell baby put perfume
1596			0.0	mary ha angel en
1597			1.0	de para un poco
1602			0.0	taking twitter
1603	MNG	shopaholic	0.0	en con
1607			0.0	What live My Motto
1610	geek	stuff	0.0	Imagine geek stuff
1611			0.0	Si el te sea el antes de mi
1613			0.0	Hora Temp C Hum h hoy
1615			0.0	Nu
1617			0.0	la
1621			0.0	papa da
1622			0.0	El de
1623			0.0	broo
1624			0.0	A real man make wet
1625			0.0	unfollowed today checked via
1626			0.0	C tu un
1628	oomf		0.0	looking ratchet today
1629			0.0	Ana M Kaka ana M
1630	FreedomOnUKiTunes		0.0	Been waiting
1631			0.0	Take yo shirt I bet yo showing
1632			0.0	welk
1633			0.0	P P P P K P P P
1634			0.0	J Live Call Duty Black World Launch l
1635			0.0	si se
1636			0.0	What perfect day tank
1637	Cigarettes		0.0	coffee
1638			0.0	apart car pay road tax pay fix
1639			0.0	working
1640			0.0	mi dar
1641			0.0	love lots baby
1642			0.0	far anything yet P
1643			0.0	never ever
1644			0.0	babe You looking forward night still
1645	FG		36.0	orang yang ye gue P
1648			0.0	I believe Jane video contribution today Find channel TAG know add link
1650	godo	yourock	0.0	Well Done You deserve youve worked hard
1651			800.0	I filling gas tank I thought I really want eat week anyways
1654			0.0	Now think got like wear hair make sure give back
1658			0.0	la la
1659			0.0	na po ako
1663			0.0	I perfect perfect
1665			0.0	way I feel like lying
1666			0.0	hate ex remain girl ya chance stand aside watch REAL bitch
1667			0.0	In type mood today
1669			0.0	gone pay tonight tho
1670			0.0	Hacking A connection E crasis
1671			0.0	mi dice es de next top model p
1672			0.0	Our interview detachment force first surviving gay man
1673			0.0	mending
1674			0.0	figure speech
1677	toohappy		0.0	Aye following I say like everyday
1678	nolife	nerdproblems	0.0	It time Time go spend next library
1679			0.0	WHEN ARE YOU BACK
1680			0.0	da Record de R A da Record News da dos
1682	deathpenalty	netde	0.0	DE try slaying bound Smith seek
1683			0.0	Longe de eu Eu na de viver
1684			0.0	de
1685			0.0	I one female car aka MidNight
1686			0.0	Why president yet
1688	cheapbooks	books	0.0	free shipping Standard Guide Small Size U S Paper Money Standard Used Bargain Pap
1690			0.0	I miss sam miss
1691			0.0	ding nee
1692			0.0	Hi Ghost U If like Most Take Look Video
1693			0.0	la
1695			0.0	livid
1697			0.0	S O cousin shining right I hope Defense quarters
1699			0.0	bas ko
1701			0.0	Who bout
1702			0.0	wrong wit u already got u dont need make song talent show u got talent
1704	CréeUnHamburger		56.0	Mac
1705			31.0	en la de en el loco de la
1706			1.0	Si de
1707	Done		1.0	Done Same weave different glue need perm baby needs one Times getting hard track
1708			534.0	Wale I would pay good money take power nap
1711			1.0	de p p em Demi mas n la
1714			1.0	It Feel Good Outside
1716			0.0	O eu
1718	BandKampRadio		0.0	Dont get post cleavage wit Written
1719			0.0	The beside
1720			0.0	Dirty money give dirty
1721			0.0	Sheep Ale Beer
1724			0.0	c sur
1726			0.0	Y PARA EL LAME N DE GRINGO
1727			0.0	one user one user unfollowed today checked via
1729	ThingsMyDaddyTaughtMe		0.0	Most know today lucky
1732			0.0	x
1734			26.0	I WANT TO BE SO I CAN HAVE ALREADY PLEASE
1735			0.0	ta lindo
1737			0.0	ko di
1738			380.0	Snape die young I support cause
1739			2.0	I need D
1740			1.0	para el de para
1741			0.0	Rob Smith Was
1743			4.0	I hate feeling like nothing I good enough
1744	Spurs	THFC	2.0	start tonight
1745	RT		4.0	D SUR M
1746			0.0	C tout la
1747			0.0	I wonder many people moving Colorado
1748			0.0	es lo malo de
1749	birth		1.0	Cant wait open currently helpful want get birthday booked birth
1750			0.0	gal apa lo
1751			0.0	Las
1752	Hollyoaks		3.0	BITCH
1754			1.0	I miss sweet person used
1755			0.0	con
1758	vorigetweet		0.0	oven
1759			0.0	Pause
1760			0.0	loss bring weekend
1762	natu	memorirehoy	0.0	Con un dolor de mas
1763			0.0	This u know
1764			0.0	When sang S M really like pretty heavy cold
1765			0.0	waiting area small got standing
1770			0.0	el en La un en el de la
1771			0.0	Ion thats cool Cause dont
1772			0.0	h
1773			0.0	de al final si
1775	diy	glitter	0.0	Thanks bud totally try glitter
1776			0.0	cinema
1778			0.0	Primer de rentable
1779			0.0	nu ak en nog
1780			0.0	sexy Eu e um de
1781			0.0	go away
1782			0.0	MAS SE
1783			0.0	If win I start supporting
1785			0.0	Evening
1786			0.0	mas eu sou um DA SILVA
1787			0.0	page
1788			0.0	GOBBLE GOBBLE
1790			0.0	I want always smile
1791	TybeeIsland		0.0	House c
1793			2.0	mal Sa dit mon lave un plus caries plus tout
1794			0.0	twitter e eu eu n ta se da e da tua
1795	Pisces		293.0	If searching someone share intimate definitely good choice
1800			0.0	LA
1806			0.0	Thank God
1808	Politique	présidentielle	0.0	Rapport n Budget p
1809	Truth		0.0	Life death people love hate Death beautiful lie I Painful Truth
1810			0.0	la con la
1811			0.0	one user unfollowed today checked via
1812	got		0.0	I got
1813			0.0	want blood cheesecake
1814			0.0	Last period day
1815			0.0	aa sur l
1818			0.0	yes
1820			0.0	I Ar
1822			0.0	Hanging sick Sleepless nights suck Hope better soon
1824			0.0	ho HEY
1825	JustThinkArkansas		0.0	Painting
1827			0.0	grateful worth effort thank
1829			0.0	weekend
1830			0.0	Detention boom
1831	FF	TuitUtil	0.0	de la persona Twitter
1833	dog	puppy	0.0	dog puppy animal
1838			0.0	de en ga p
1839			40.0	Your heart yes head say dont know
1840			4.0	poggy
1841			0.0	un
1843	justgonnabehonest		2.0	everything alright ant
1847			0.0	via de
1850			0.0	Anda anda anda
1851			0.0	Gone come back get second chance
1852			0.0	met
1855			0.0	Tried today
1857			0.0	ta un cardigan
1858			0.0	practice school
1859			0.0	na
1860			0.0	de
1861			0.0	u GONE LEARN TODAY
1862	android	androidgames	0.0	I Altar island Now island even awesome android
1863			0.0	Radius
1864	Египет	Таба	0.0	Resort
1865			0.0	van
1866			0.0	Rilly Random Have Surgical ie boob job tummy tuck much
1867	schar		0.0	U
1868			0.0	Can
1869	FOLLOWBACK		0.0	Q
1872	8NYoNoVoy		0.0	un de social
1873	MLB		0.0	Discuss More Replay Roster
1874			0.0	Can wait I get home
1875			0.0	The must always plan b I everything else
1876			0.0	en en Urban Bag San
1878			0.0	Fact th th best central
1879			0.0	l
1880			0.0	I like think
1881			0.0	Have recently found home would love Our next
1882			0.0	follow
1883	ufpi		0.0	To da de da
1884	ThankfulChallenge		0.0	Thankful healthy metabolism Cheeseburger glass wine dinner Don mind I
1885			0.0	eh
1886			0.0	te si ya
1888			348.0	play beer pong see president
1889			253.0	Another day another D
1890	50shades		0.0	LOOK Story sexy brooding man pain cymbal BRILLIANT joke
1891			14.0	Thanks super kind people Great hear Really kind
1892			44.0	Drunk Silver people singing Hey I met And crazy But number
1893			14.0	el viva en
1894			5.0	Attorney General Community Action Issue Warning Home Energy Assistance With
1895			78.0	Te saber lo mal ser la de
1898	GIRONDINSMARITIMO		16.0	la pause
1899			831.0	oh god
1900			1.0	pro n q eh eu te
1901	Smh		1.0	He Left Me
1902			128.0	de verso sexual ah da q um
1904			0.0	Ana contra
1907			142.0	When I first met honestly know important
1909	towie		0.0	I really understand people beg cast
1912	WhyRelationshipsEnd		57.0	think head
1916			0.0	Big High
1917			0.0	de
1918			0.0	I keep skipping g boring
1919	i		0.0	die
1923			0.0	L amour En
1924	MindFuckes		0.0	There guy college like
1925			0.0	calm collective
1926			0.0	thought would happen
1927			0.0	joey
1928			0.0	Ding dong witch dead
1929	ASOT		0.0	time
1930			0.0	El en World Travel Market de
1931	movie	review	0.0	Survivor Booted Castaway still bitter movie review
1932	Dentistry		0.0	Cave Dentistry
1933			0.0	Make Sure You Visit entertainment social news coming talent
1934	pluvito		0.0	thanks following
1935			0.0	Mi con de vine de es la
1936			0.0	see big
1937			0.0	Angry bird
1938			0.0	es De O
1939	prjobs	corpcomms	0.0	Senior Account Manager financial
1940	whataloadofgobbledegoop		0.0	Been working evening quite
1941			0.0	I want take see I think gone see though
1942			0.0	Check awesome site T E Care
1943			0.0	forget lovely driver
1944			0.0	U
1946			0.0	I Hope Stuff Going Better For She Beautiful And The Best
1947			0.0	apace Tonight
1949			80.0	Las No te El es bien Te
1951	EsUnaDudaQueTengo		1.0	pais de S
1953			0.0	Yes Yes
1955			503.0	More sex less stress
1956			1.0	Happy Birthday girl
1960			4.0	de All Time Low un para
1963			0.0	body days
1965			0.0	waiter
1966			0.0	Just I talk mean I
1968			0.0	A Foreign Policy What
1969			0.0	LAS
1971			0.0	ser
1972			0.0	Help identify robbery suspect
1973			0.0	pour tout T T
1974			0.0	yo te
1976	ThatWillBeTheDay		0.0	When To
1977	Channel4		0.0	movie tonight Channel
1978			0.0	Hit em wit cobra boy
1979			0.0	No Visible Support Bridge Incremental Launch
1980			0.0	mau
1981			0.0	cold outside unacceptable Hate cold weather
1982			0.0	days
1984			0.0	bel tout
1985			0.0	spoon ya fatty
1986			0.0	She Can Anna
1987			0.0	para lo de la C
1988			18.0	Everyone show random act kindness today The world needs heal
1989			51.0	BONG BONG BONG BONG BONG BONG BONG
1990			19.0	la al te de un
1991			4.0	That awkward moment vampire get period
1992			0.0	funk
1993			2.0	Se el de mas para las
1994	AlteredThurzdaze		0.0	So tonight big big Real big bout Elite Force
1997			1.0	I know want education
2003			0.0	Te persona
2004			0.0	yang
2005			0.0	one job
2007			0.0	someone stand party fight right
2011			0.0	No se con lo para lo es
2014	foolassdude		0.0	I tell used something get rack two stop taking money
2015	1DAO		32.0	para el de Teen Vogue DAO
2017			0.0	Tania listen
2019			0.0	Yes Man We Need To Go Shopping I Wish I Was In Manny To Get One From Up There
2020	Demi	giveyourheartabreak	0.0	The day first met told u never fall love Demi
2021			0.0	FREEDOM officially
2022			0.0	I little rough around growing
2024			0.0	J
2028			0.0	apparently I look like
2029			0.0	give YOURSELF Nobody opinion So mind business
2030	fackyou		0.0	next time I getting hot chocolate warm ur eye
2031			0.0	mile hike yesterday straight mountain Oh yea weekend given
2032			0.0	parle cest cool
2033	HonestHour		0.0	Even though think I care I actually lot But I lie feel bad
2034			0.0	Hope amazing time awesome flight c
2035			0.0	u come home man
2037			0.0	If ever hear really metal version Call Me Maybe
2038			0.0	u u u HOW point cant even
2039			0.0	nose es C ya mas
2043	Rageuses		5.0	Si toi En c tu de la
2046			8.0	h HUMOR de pro de
2047			13.0	What heck fiscal cliff Here go
2048			5.0	TREND
2050			0.0	Not rapping
2051			0.0	ama
2058			0.0	mi si
2059			0.0	Lionel son made member Old Lionel son already made
2060			0.0	congressional lay spending National Politics Election News The Morning News
2061			0.0	Mi con E
2063			0.0	supposed clean bath tub man cant dirty well
2064			0.0	p
2066			0.0	er al
2068			0.0	We die die kan
2069			0.0	So let get straight twitter twitter post sick fake talking
2071	wank		0.0	ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha
2074			0.0	thought could beat dorm
2076			0.0	Craver Media Flight One White Game Royal Available via
2077	longdayatwork		0.0	Finally time relax
2078			0.0	Not feeling good time needs fly
2080			0.0	mau film
2082			0.0	La la mort aura la mort
2083	Cancer		0.0	Cancer like
2084			0.0	thanks
2085			0.0	good
2087	teambombshell	getsome	0.0	fitness fit
2088			0.0	I genuinely care x
2089			0.0	allow
2090			0.0	none standard library etiquette
2091			0.0	He un de de Soy STAFF de Club
2093			0.0	en de boy en de boy
2094	eees		54.0	de Fort las S las R si la
2097			715.0	Anything possible False You ride pigeon school
2099	omdathetzois		87.0	Van die Hoe fack
2100			0.0	Observing
2102			1.0	D
2104			577.0	Love u Blake Total rock star I glad people love duet Just A
2105	WTC	SanSalvador	1.0	de la en el en
2106			0.0	Such nice snugly rainy day outside I still bed
2113			0.0	Ho un dove un soli
2115			0.0	Lyric trivia We
2116			0.0	Remember back primary school wen u fell mistakenly met Nice Incident
2117			0.0	para
2118	VamosNapoli	NapoliDnipro	0.0	Ti poi la ai si
2119			0.0	time
2121			0.0	I get car fixed
2123			0.0	I one realest ever meet
2124			0.0	Angry Star This either going tickle people piggy green piss lot die hard
2125	eso		0.0	Me super bien para mi con mayor el al el chat
2127			0.0	The best open
2129			0.0	driving going Used Crossroads ago
2132			0.0	Me
2134			0.0	Merrily yeah u told
2135			0.0	crazy girl Text think
2136			0.0	On eu la dissert un c manque
2137			0.0	Check The another snack
2138			0.0	hep gol bile
2139			0.0	I
2140			0.0	We town new film We want
2141			0.0	think number
2143	gottagetthesespinetinglesworkedout		0.0	Massage time No
2144			0.0	hour
2145			0.0	te
2146			0.0	p
2147			0.0	yes
2152	popayan		0.0	en lo se de
2154			10.0	I protective mine
2155			0.0	god
2157			1.0	Listen Ta
2159			0.0	VOTE CHI O
2160	Asot	TranceFamily	0.0	Trance On World Off
2161			1.0	late already cold
2167			0.0	untouched das
2168	twiwari	fuzoku	0.0	ad
2170			0.0	around much would cost fuel
2171			0.0	Nothing feel better somebody side like
2174			0.0	Yeah let
2175			0.0	saya ya
2176			0.0	We need play tournament team let us know know
2177			0.0	reem eye
2178			0.0	Zero Dark Thirty Trailer bin Laden
2179			0.0	snap um x
2182	STOP		0.0	Wow THE conversation happening front right Like even I feel feel uncomfortable STOP
2184			0.0	ona gore
2186			0.0	las good luck
2187			0.0	everywhere
2188			0.0	Don forget history destiny
2189			0.0	oh ne D
2190			0.0	Rove spent million back winning
2192			0.0	Mu bien majo ni P q lo
2193	imweird	young	0.0	big booty bitch young
2194			0.0	I saw today purple like dollar I belive
2195			0.0	funny ass hell
2197			2.0	Well shave Halo black month I teen pregnancy time low
2199			18.0	Don stress control
2202			1.0	What people happiness feel meet emptiness feel
2203			0.0	I dont understand someone relationship people still pursue person simply dont c
2204	OkJeSors		1.0	J ai un papillon sur sol sans J ai un de BAM
2205			162.0	one direction
2209			0.0	ya love
2213			0.0	New track dropping tomorrow
2214			0.0	wilt imagine
2217			0.0	Training
2220			0.0	oh oh oh
2221			0.0	de
2223			0.0	Designer Maria day Trunk show miss Start holiday
2224			0.0	Come
2225	fb	yql	0.0	West Weather Temp C Humidity Wind h NE Chill C weather
2228			0.0	I love
2229			0.0	Yoghurt
2230			0.0	thanks girl
2231			0.0	I reference drug task force I purposely ask someone even I already know
2232			0.0	man til en fed O
2233			0.0	de Hasta Bob Se
2234			0.0	bet tried anyways p
2235			0.0	van hem
2236	TeamJoshua	PRAllStars	0.0	I choose Fan Favorite Vote designer via
2237			0.0	Wally se escribe
2238			0.0	c
2239			0.0	pesa la de mi
2240			0.0	Si
2241			0.0	lo de guy era ti
2242			0.0	Road Complete Recovery
2245			0.0	That load nice lady
2246			1120.0	I even I weird
2248			221.0	No
2249			15.0	Halo D
2250			1.0	Solo solo solo mi mi amor
2251	onokad		0.0	da na u na
2252			153.0	Respect
2253			0.0	El fin ha
2255			0.0	Fact hop move independently
2256	kardashiancollection		0.0	Literally want everything
2257	ThingsMyFatherTaughtMe		0.0	treat way raised u
2258			0.0	bu tip hep line bar
2259			0.0	er te
2261	Battleship	s14a	0.0	Battleship sa
2263			0.0	Hush Aint nobody u Plus act like today stopped
2264			1.0	AL DE A A A A A A A
2265			0.0	oh
2268			0.0	M Vila M Vila ist
2272			0.0	Sometimes need someone listen
2274			0.0	Me un
2280			0.0	v
2281			0.0	add ai
2282			0.0	e tablet
2285			0.0	You punchable face
2286	masbueno		0.0	x al mi
2287			0.0	BIRI
2288			0.0	know
2289			0.0	I miss
2290			0.0	still worthy bit decide Wat Want go traveling around bit Maybe look camper
2292			0.0	cute self
2293			0.0	mon om
2294			1683.0	Te un un
2295			3913.0	Dont tablet Don one Check awesome back school
2296	BestthingaboutPMLN		1.0	established Mobile Private Sector greatly enhanced domestic communication better
2297			41.0	Lo ti lo mas
2298	marketers		0.0	Best Web Agency
2299			22.0	Turns side full
2300			1.0	yo yo regular Mary year
2305	TBT		0.0	us perfectly
2306	asthmatic		0.0	To people smoke persistently outside YOU SUCK ya nasty asthmatic
2309			0.0	A week coffee bay much
2310			0.0	rater l de l actu people en
2312			0.0	nit
2313			0.0	mi el
2314			0.0	GET MORE MY BEST I WILL FOLLOW YOU BACK IF YOU FOLLOW ME
2316			0.0	Ion stress I control
2317			0.0	Innocence beautiful quality time
2318			0.0	one phone get new one
2319			0.0	E
2320			0.0	e te
2321			0.0	could going slept life one son
2322			0.0	No x un amor un
2324			0.0	papa la fiscal
2325			0.0	Do want Follow everyone gain
2326			0.0	pop
2327			0.0	I need help I speak around country need know
2328			0.0	Web Design Avoid
2330			0.0	Photo
2332			0.0	party en la cabana
2334			0.0	mal Cate yo Es ya en mal
2335			0.0	para tu con
2337	hungry	iwantfood	0.0	Someone cooking food next door making hungry
2338			0.0	Ya es O
2339			0.0	Thankful red hair nature among year old self
2341			0.0	ben
2346			1.0	scruff look sexy
2347			31.0	My heart room trunk car
2348			1.0	fez
2350			0.0	When give someone embarrassing address age eleven
2351			0.0	la palanka
2352			1.0	One Five Gay Now Live Marriage Equality
2354			0.0	I
2355			0.0	M en
2360			0.0	Cade eu
2361			0.0	de Estado en contra El de Estado
2362			0.0	D
2363			0.0	Comer para c
2364			0.0	Paling orang yang nak
2365			0.0	flirting
2366	design		0.0	Chair design
2367			0.0	Congest ALL I LEFT AND CENTER JUST PRIOR TO I CLOSED DUE TO A
2368			0.0	Eat ya girl breakfast save ya
2369			0.0	Ah pace Sa ko mace ah ko pace
2370			0.0	ya en via
2371			0.0	ta
2372			0.0	miss
2373			0.0	I already know I cooking tonight pizza time cleaning time go bed early time
2375			0.0	Nee hele en met D
2376			0.0	Hello two orthodontist
2378			0.0	I ever
2379	TheTribe	Diva	0.0	How I join Diva
2381			0.0	lan bu ne D D
2382			0.0	gay D
2383			0.0	two left
2385			0.0	el para la Apple son lo
2386	Fuhr		0.0	Grant Furious
2387			0.0	Post Para As De Carambola
2388			0.0	I could see trailer
2389			0.0	Un article Post
2391			0.0	El amor es un el es
2392	MentionSomeoneYoureGladYouMet		0.0	crazy bitch life would like without I LOVE YOU
2393			0.0	I know I would able host one I sorry
2394			0.0	I Superior de de
2396			0.0	one user unfollowed today checked via
2398			0.0	I kind agree think I Whitehead
2399	imperdonable		0.0	de animal
